title,authors,doi,year,source,url
Collaborative Recommendation Method Based on Knowledge Graph for Cloud Services,Huang W.,10.1007/978-3-030-48513-9_21,2020-01-01,Lecture Notes of the Institute for Computer Sciences Social Informatics and Telecommunications Engineering Lnicst,https://api.elsevier.com/content/abstract/scopus_id/85086081009
TheyBuyForYou: Enabling Procurement Data Value Chains,Simperl E.,10.1007/978-3-030-63161-1_15,2020-01-01,Communications in Computer and Information Science,https://api.elsevier.com/content/abstract/scopus_id/85097823287
Machine learning and text analysis in the tasks of knowledge graphs refinement and enrichment,Telnov V.,,2020-01-01,Ceur Workshop Proceedings,https://api.elsevier.com/content/abstract/scopus_id/85098723055
Towards Semantic Detection of Smells in Cloud Infrastructure Code,Kumara I.,10.1145/3405962.3405979,2020-01-01,ACM International Conference Proceeding Series,https://api.elsevier.com/content/abstract/scopus_id/85091505460
Mitigating insider threats on the edge: A knowledgebase approach,Althebyan Q.,10.34028/iajit/17/4A/6,2020-01-01,International Arab Journal of Information Technology,https://api.elsevier.com/content/abstract/scopus_id/85089706047
Adaptive Method for Discovering Service Provider in Cloud Composite Services,Yu L.,10.1007/978-3-030-59410-7_15,2020-01-01,Lecture Notes in Computer Science Including Subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics,https://api.elsevier.com/content/abstract/scopus_id/85092075379
Hybrid data model of PACE and quadruple: An efficient data model for cloud computing,Clara Kanmani A.,10.1504/IJCAET.2020.108108,2020-01-01,International Journal of Computer Aided Engineering and Technology,https://api.elsevier.com/content/abstract/scopus_id/85088110200
FSSE: An Effective Fuzzy Semantic Searchable Encryption Scheme over Encrypted Cloud Data,Liu G.,10.1109/ACCESS.2020.2966367,2020-01-01,IEEE Access,https://api.elsevier.com/content/abstract/scopus_id/85084210118
A Consumer-Centric Conceptual Framework for Trust Assessment in Cloud Computing,Filho A.B.,10.1007/978-3-030-43020-7_14,2020-01-01,Advances in Intelligent Systems and Computing,https://api.elsevier.com/content/abstract/scopus_id/85085736051
Open interactive education algorithm based on cloud computing and big data,Wei J.,10.1504/IJIPT.2020.107984,2020-01-01,International Journal of Internet Protocol Technology,https://api.elsevier.com/content/abstract/scopus_id/85089092452
An advanced analysis of cloud computing concepts based on the computer science ontology,Lula P.,10.32604/cmc.2021.013771,2020-01-01,Computers Materials and Continua,https://api.elsevier.com/content/abstract/scopus_id/85098795919
Process chunks selection in the context of loose inter-organizations cooperation in cloud computing,Lassoued Y.,10.1007/978-3-030-44322-1_20,2020-01-01,Lecture Notes in Business Information Processing,https://api.elsevier.com/content/abstract/scopus_id/85083986498
Forming Ontologies and Dynamically Configurable Infrastructures at the Stage of Transition to Digital Economy Based on Logistics,Barykin S.,10.1007/978-3-030-37919-3_84,2020-01-01,Advances in Intelligent Systems and Computing,https://api.elsevier.com/content/abstract/scopus_id/85080965711
A Scored Semantic Cache Replacement Strategy for Mobile Cloud Database Systems,Arani Z.,10.1007/978-3-030-55814-7_20,2020-01-01,Communications in Computer and Information Science,https://api.elsevier.com/content/abstract/scopus_id/85090095578
Human-Computer Systems for Decision Support: From Cloud to Self-organizing Environments,Smirnov A.,10.1007/978-3-030-49432-2_1,2020-01-01,Communications in Computer and Information Science,https://api.elsevier.com/content/abstract/scopus_id/85086264704
Unveiling the diversity of spatial data infrastructures in Latin America: evidence from an exploratory inquiry,Vilches-Blázquez L.M.,10.1080/15230406.2020.1772113,2020-01-01,Cartography and Geographic Information Science,https://api.elsevier.com/content/abstract/scopus_id/85087912655
Foundation ontology for manufacturing process planning,Sarkar A.,,2020-01-01,Proceedings of the 2016 Industrial and Systems Engineering Research Conference Iserc 2016,https://api.elsevier.com/content/abstract/scopus_id/85084063160
A formal technique for composing cloud services,Barati M.,10.5755/j01.itc.49.1.23403,2020-01-01,Information Technology and Control,https://api.elsevier.com/content/abstract/scopus_id/85085883604
Ubiquitous Fitting: Ontology-Based Dynamic Exercise Program Generation,Su C.J.,10.1007/978-3-030-20454-9_30,2020-01-01,Advances in Intelligent Systems and Computing,https://api.elsevier.com/content/abstract/scopus_id/85067690373
Web Based Application for Cloud Security and Compliance,K. P.,10.3233/APC200145,2020-01-01,Advances in Parallel Computing,https://api.elsevier.com/content/abstract/scopus_id/85110647136
Design and Development of an Intelligent Semantic Recommendation System for Websites,Zhang Z.,10.1007/978-3-030-48513-9_16,2020-01-01,Lecture Notes of the Institute for Computer Sciences Social Informatics and Telecommunications Engineering Lnicst,https://api.elsevier.com/content/abstract/scopus_id/85086074143
Representing Multicloud Security and Privacy Policies and Detecting Potential Problems,Opara A.,10.1007/978-3-030-45989-5_5,2020-01-01,Lecture Notes in Computer Science Including Subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics,https://api.elsevier.com/content/abstract/scopus_id/85084843207
An Ontological Graph Identification Method for Improving Localization of IP Prefix Hijacking in Network Systems,Alkadi O.S.,10.1109/TIFS.2019.2936975,2020-01-01,IEEE Transactions on Information Forensics and Security,https://api.elsevier.com/content/abstract/scopus_id/85071661668
"Leaf: An open-source, model-agnostic, data-driven web application for cohort discovery and translational biomedical research",Dobbins N.J.,10.1093/jamia/ocz165,2020-01-01,Journal of the American Medical Informatics Association,https://api.elsevier.com/content/abstract/scopus_id/85076583710
Eye Semantic Segmentation Using Ensemble of Deep Convolutional Neural Networks,Chantapakul W.,10.1145/3375959.3375986,2019-12-21,ACM International Conference Proceeding Series,https://api.elsevier.com/content/abstract/scopus_id/85090229508
Improved attribute based encryption scheme in cloud to representative authorization framework for EHR services,Sharma A.,10.33832/ijca.2019.12.6.01,2019-12-12,International Journal of Control and Automation,https://api.elsevier.com/content/abstract/scopus_id/85081189991
The vision of Semantic Web,Barati M.,10.1145/3368235.3370268,2019-12-02,Ucc 2019 Companion Proceedings of the 12th IEEE ACM International Conference on Utility and Cloud Computing,https://api.elsevier.com/content/abstract/scopus_id/85077324775
DKDR: An approach of knowledge graph and deep reinforcement learning for disease diagnosis,Jia Y.,10.1109/ISPA-BDCloud-SustainCom-SocialCom48970.2019.00187,2019-12-01,Proceedings 2019 IEEE Intl Conf on Parallel and Distributed Processing with Applications Big Data and Cloud Computing Sustainable Computing and Communications Social Computing and Networking Ispa Bdcloud Sustaincom Socialcom 2019,https://api.elsevier.com/content/abstract/scopus_id/85085508959
Mixed word embedding method based on knowledge graph augment for text classification,Wang H.,10.1109/ISPA-BDCloud-SustainCom-SocialCom48970.2019.00238,2019-12-01,Proceedings 2019 IEEE Intl Conf on Parallel and Distributed Processing with Applications Big Data and Cloud Computing Sustainable Computing and Communications Social Computing and Networking Ispa Bdcloud Sustaincom Socialcom 2019,https://api.elsevier.com/content/abstract/scopus_id/85085495182
Sequence data enhancement method based on knowledge graph,Xie H.,10.1109/ISPA-BDCloud-SustainCom-SocialCom48970.2019.00195,2019-12-01,Proceedings 2019 IEEE Intl Conf on Parallel and Distributed Processing with Applications Big Data and Cloud Computing Sustainable Computing and Communications Social Computing and Networking Ispa Bdcloud Sustaincom Socialcom 2019,https://api.elsevier.com/content/abstract/scopus_id/85085488551
A Multi-Agent System of Semantic Analysis and Filtering of Modeled Traces to Calculate Interaction Indicators Favoring Collaboration in LMS,El Mhouti A.,10.1109/ISACS48493.2019.9068907,2019-12-01,Proceedings 2019 International Conference on Intelligent Systems and Advanced Computing Sciences Isacs 2019,https://api.elsevier.com/content/abstract/scopus_id/85084280742
Semantic-aware multi-keyword ranked search scheme over encrypted cloud data,Dai H.,10.1016/j.jnca.2019.102442,2019-12-01,Journal of Network and Computer Applications,https://api.elsevier.com/content/abstract/scopus_id/85072522913
Application of ontology and multivariate decision diagram in cloud monitor systems,Xu H.,10.23940/ijpe.19.12.p14.32273236,2019-12-01,International Journal of Performability Engineering,https://api.elsevier.com/content/abstract/scopus_id/85078053894
Context-Aware Security Evaluation Ontology for Cloud Services,Maroc S.,10.1109/IAEAC47372.2019.8997783,2019-12-01,Proceedings of 2019 IEEE 4th Advanced Information Technology Electronic and Automation Control Conference Iaeac 2019,https://api.elsevier.com/content/abstract/scopus_id/85081171973
A Novel Ontology-based Approach for Describing Cloud Services,Zertal S.,10.1109/ICTAACS48474.2019.8988129,2019-12-01,2019 International Conference on Theoretical and Applicative Aspects of Computer Science Ictaacs 2019,https://api.elsevier.com/content/abstract/scopus_id/85080871049
Development of intellectual system for data de-duplication and distribution in cloud storage,Lytvyn V.,,2019-12-01,Webology,https://api.elsevier.com/content/abstract/scopus_id/85080930807
Semantic context-based on-demand service model for land cover change detection,Xing H.,10.5194/isprs-archives-XLII-4-W20-97-2019,2019-11-15,International Archives of the Photogrammetry Remote Sensing and Spatial Information Sciences ISPRS Archives,https://api.elsevier.com/content/abstract/scopus_id/85081634520
Exploring the intellectual structure of cloud patents using non-exhaustive overlaps,Huang J.Y.,10.1007/s11192-019-03219-4,2019-11-01,Scientometrics,https://api.elsevier.com/content/abstract/scopus_id/85073620610
Boosting Projection Neural Features for Semantic Similar Clustered Documents in Cloud,Vinothini B.,10.1109/ICSSIT46314.2019.8987838,2019-11-01,Proceedings of the 2nd International Conference on Smart Systems and Inventive Technology Icssit 2019,https://api.elsevier.com/content/abstract/scopus_id/85080028190
A Cognizant agent system for optimizing cloud service searching strategy,Dhanasekaran S.,10.1007/s10586-018-1915-7,2019-11-01,Cluster Computing,https://api.elsevier.com/content/abstract/scopus_id/85045027005
A new approach to improve association rules for big data in cloud environment,Dahmani D.,,2019-11-01,International Arab Journal of Information Technology,https://api.elsevier.com/content/abstract/scopus_id/85075597714
Keeping interoperability between IMS-LD scenarios in Educational Cloud Computing based on Semantic Indexing,El Guemmat K.,10.1109/ICSSD47982.2019.9002705,2019-10-01,Icssd 2019 International Conference on Smart Systems and Data Science,https://api.elsevier.com/content/abstract/scopus_id/85081633012
A reference model for semantic enabled services library system,Kim B.H.,,2019-09-27,International Journal of Advanced Science and Technology,https://api.elsevier.com/content/abstract/scopus_id/85081190484
Enabling Semantic Search Based on Conceptual Graphs over Encrypted Outsourced Data,Fu Z.,10.1109/TSC.2016.2622697,2019-09-01,IEEE Transactions on Services Computing,https://api.elsevier.com/content/abstract/scopus_id/85077359111
Building an open cloud virtual dataspace model for materials scientific data,Li Y.,10.31209/2019.100000116,2019-09-01,Intelligent Automation and Soft Computing,https://api.elsevier.com/content/abstract/scopus_id/85074005691
Enhanced semantic similarity measure based on two-level retrieval model,Ben Djemaa R.,10.1002/cpe.5135,2019-08-10,Concurrency and Computation Practice and Experience,https://api.elsevier.com/content/abstract/scopus_id/85060328152
Experimental analysis for semantic based large scale service composition using deep learning,Jackulin Sam Gini A.,10.35940/ijitee.J1061.0881019,2019-08-01,International Journal of Innovative Technology and Exploring Engineering,https://api.elsevier.com/content/abstract/scopus_id/85071233922
Ontology-based code snippets management in a cloud environment,Shi J.,10.1007/s12652-018-0701-y,2019-08-01,Journal of Ambient Intelligence and Humanized Computing,https://api.elsevier.com/content/abstract/scopus_id/85049592474
A Cloud Model-based Knowledge Mapping Method for Historic Building Maintenance based on Building Information Modelling and Ontology,Lee P.C.,10.1007/s12205-019-2457-0,2019-08-01,Ksce Journal of Civil Engineering,https://api.elsevier.com/content/abstract/scopus_id/85068140117
